ticket_id,product,category,issue_description,resolution_notes,priority,status,channel,region,subscription_type,customer_tenure_months,previous_tickets,customer_satisfaction_score,first_response_time_hours,resolution_time_hours,ticket_created_date,ticket_resolved_date,escalated,sla_breached,language,issue_complexity_score,customer_segment,customer_id,order_value
1478,Payment Gateway,Feature Request,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,Low,Open,Social Media,Asia,Basic,15,20,3,69.23,13.35,2023-10-29,2023-11-07,False,False,Chinese,3,Small Business,3ee823a45b4b,383.52
1479,Billing System,Performance Issue,I am experiencing very slow performance while using the dashboard.,Explained billing breakdown and clarified applicable charges.,Urgent,Resolved,Social Media,North America,Basic,52,4,1,3.65,172.63,2024-02-16,2024-03-01,True,True,Spanish,7,Corporate,661114e23d61,400.93
1480,CRM Platform,Subscription Cancellation,There seems to be a discrepancy in my billing statement for this month.,Explained billing breakdown and clarified applicable charges.,Low,Pending Customer,Social Media,North America,Enterprise,29,3,1,47.96,2.89,2022-06-25,2022-06-30,False,False,French,3,Small Business,739584b70658,223.44
1481,API Service,Account Suspension,I found a bug in the latest update affecting report generation.,Provided step-by-step troubleshooting instructions and issue resolved.,Medium,Open,Phone,North America,Enterprise,10,10,1,13.37,52.9,2024-05-17,2024-05-22,False,True,German,6,Corporate,8ed79fc0ba38,410.74
1482,API Service,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,Security settings updated and customer notified of precautionary measures.,Urgent,Pending Customer,Email,Europe,Free,20,20,5,31.79,23.02,2023-03-12,2023-03-16,True,False,Chinese,7,Individual,a66eac999d8b,68.9
1483,Cloud Storage,Refund Request,Two-factor authentication codes are not being delivered to my phone.,Explained billing breakdown and clarified applicable charges.,High,Resolved,Chat,Africa,Free,49,5,3,55.42,89.01,2023-06-26,2023-07-02,False,True,French,7,Corporate,8cc0fe418d84,276.8
1484,Subscription Service,Subscription Cancellation,Two-factor authentication codes are not being delivered to my phone.,Payment gateway timeout issue fixed and monitoring implemented.,High,Open,Web Form,Australia,Free,43,15,2,37.87,54.54,2023-10-30,2023-11-07,False,False,Japanese,3,Corporate,7812a389b548,12.82
1485,Billing System,Refund Request,The application crashes whenever I try to upload a file.,The duplicate charge was reversed and refund processed within 3-5 business days.,Urgent,In Progress,Web Form,Asia,Premium,17,7,5,62.53,10.14,2023-02-24,2023-03-06,False,True,German,1,Individual,b60a276c4478,169.05
1486,E-commerce Store,Login Issue,There seems to be a discrepancy in my billing statement for this month.,The duplicate charge was reversed and refund processed within 3-5 business days.,High,Open,Web Form,Australia,Free,56,9,5,8.23,49.87,2022-08-30,2022-09-11,False,True,German,3,Small Business,88910cf07568,189.57
1487,CRM Platform,Subscription Cancellation,I would like to request a refund for the recent charge.,We have reset the account credentials and advised the customer to retry login.,High,Pending Customer,Social Media,Australia,Free,31,2,2,50.08,220.86,2024-03-14,2024-03-21,False,True,Spanish,1,Individual,088a5d288b9d,204.12
1488,Billing System,Account Suspension,Two-factor authentication codes are not being delivered to my phone.,Data synchronization restored after backend service restart.,Medium,Resolved,Phone,South America,Free,16,13,5,60.87,69.62,2022-08-03,2022-08-06,False,False,Japanese,9,Small Business,d78989ee2c3c,350.78
1489,E-commerce Store,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,High,Pending Customer,Social Media,Australia,Basic,45,11,3,63.63,166.1,2023-12-25,2024-01-06,False,False,English,3,Corporate,fd466375fb03,200.39
1490,API Service,Account Suspension,The system is not syncing data across devices properly.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,Open,Phone,Africa,Premium,52,19,4,21.97,226.43,2023-04-28,2023-05-03,False,False,French,6,Individual,0cd8002b0fe1,229.86
1491,CRM Platform,Login Issue,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,Low,Closed,Social Media,North America,Premium,26,9,3,54.14,179.57,2023-05-18,2023-05-19,False,True,English,1,Corporate,ce57b15cda39,126.4
1492,E-commerce Store,Feature Request,I am experiencing very slow performance while using the dashboard.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Closed,Chat,South America,Enterprise,25,6,4,56.69,71.67,2024-10-04,2024-10-16,False,True,German,5,Corporate,73ed4b6ef3db,192.89
1493,E-commerce Store,Data Sync Issue,My subscription was cancelled without my request and I need clarification.,The issue was escalated to engineering and resolved in the latest patch.,Medium,Closed,Email,Australia,Free,12,6,4,21.25,132.31,2023-02-11,2023-02-18,False,True,French,2,Corporate,8cd773140252,121.36
1494,Mobile App,Subscription Cancellation,My subscription was cancelled without my request and I need clarification.,Bug logged internally and workaround shared with the customer.,Urgent,Closed,Web Form,Europe,Premium,23,18,4,32.74,234.39,2022-01-08,2022-01-12,False,False,Japanese,10,Individual,d62aac9ad4a1,45.87
1495,CRM Platform,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Bug logged internally and workaround shared with the customer.,Medium,Closed,Web Form,Africa,Premium,34,14,3,36.68,143.35,2023-09-03,2023-09-10,False,False,English,5,Small Business,27dc19704a2b,305.69
1496,CRM Platform,Data Sync Issue,There seems to be a discrepancy in my billing statement for this month.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,Pending Customer,Web Form,South America,Basic,29,20,2,6.17,54.12,2023-05-13,2023-05-26,False,False,English,9,Corporate,8b7d0b03bccb,337.42
1497,Payment Gateway,Security Concern,The application crashes whenever I try to upload a file.,The issue was escalated to engineering and resolved in the latest patch.,Low,Open,Email,Asia,Premium,19,11,1,31.83,91.77,2024-10-06,2024-10-15,False,False,English,5,Small Business,b2413933e41d,313.55
1498,Subscription Service,Account Suspension,The application crashes whenever I try to upload a file.,Explained billing breakdown and clarified applicable charges.,Medium,Open,Web Form,Asia,Premium,57,6,3,44.3,113.88,2024-08-19,2024-08-20,True,False,Japanese,10,Small Business,2c46f8ae5120,237.11
1499,API Service,Performance Issue,I would like to request a refund for the recent charge.,Data synchronization restored after backend service restart.,Medium,Resolved,Chat,South America,Basic,4,18,4,33.08,139.87,2024-09-28,2024-10-10,True,False,Chinese,10,Small Business,e0f6edddcfcc,196.1
1500,CRM Platform,Login Issue,I am experiencing very slow performance while using the dashboard.,Provided step-by-step troubleshooting instructions and issue resolved.,Low,Resolved,Chat,Australia,Free,44,2,1,66.93,147.3,2022-01-23,2022-02-04,True,True,German,6,Small Business,f8fc040b6d9f,433.03
1501,Cloud Storage,Payment Problem,There seems to be a discrepancy in my billing statement for this month.,Bug logged internally and workaround shared with the customer.,Low,Open,Web Form,South America,Enterprise,11,8,3,40.08,172.29,2023-09-16,2023-09-26,False,True,English,6,Corporate,ad29654327fa,264.35
1502,Billing System,Bug Report,Two-factor authentication codes are not being delivered to my phone.,Security settings updated and customer notified of precautionary measures.,Urgent,In Progress,Web Form,Australia,Premium,3,14,1,25.47,191.6,2022-01-05,2022-01-10,True,False,Spanish,3,Corporate,de8f0872b357,244.8
1503,Cloud Storage,Subscription Cancellation,I am unable to access my account after entering the correct credentials.,The issue was escalated to engineering and resolved in the latest patch.,High,In Progress,Web Form,Australia,Basic,8,9,5,12.7,21.19,2023-05-12,2023-05-20,False,True,German,10,Individual,9de40c0ed0bc,22.56
1504,Subscription Service,Security Concern,I am experiencing very slow performance while using the dashboard.,Data synchronization restored after backend service restart.,Urgent,Closed,Email,South America,Basic,35,12,4,24.52,99.89,2022-03-10,2022-03-16,False,False,Chinese,8,Individual,82429c06cec6,177.21
1505,CRM Platform,Subscription Cancellation,I would like to request a refund for the recent charge.,The issue was escalated to engineering and resolved in the latest patch.,Low,Pending Customer,Email,Europe,Free,2,20,5,65.7,193.62,2023-10-15,2023-10-26,False,True,Chinese,6,Small Business,699f2bfda2ee,196.3
1506,Web Portal,Payment Problem,I am unable to access my account after entering the correct credentials.,Provided step-by-step troubleshooting instructions and issue resolved.,High,Open,Web Form,Africa,Basic,8,12,4,1.49,161.4,2022-11-10,2022-11-14,False,True,Japanese,7,Individual,c846c39c01ed,205.42
1507,Mobile App,Performance Issue,I am unable to access my account after entering the correct credentials.,We have reset the account credentials and advised the customer to retry login.,High,Pending Customer,Social Media,Asia,Basic,9,20,4,2.15,209.92,2023-07-19,2023-07-26,True,False,Chinese,6,Small Business,910f445b36ee,294.28
1508,Subscription Service,Refund Request,The application crashes whenever I try to upload a file.,Data synchronization restored after backend service restart.,Urgent,Pending Customer,Web Form,Europe,Premium,24,10,5,66.02,24.25,2023-04-07,2023-04-19,True,True,French,5,Small Business,93752fafa6e5,271.47
1509,Mobile App,Data Sync Issue,I am unable to access my account after entering the correct credentials.,We have reset the account credentials and advised the customer to retry login.,High,Pending Customer,Chat,Australia,Free,18,17,5,57.63,100.69,2023-05-23,2023-06-02,True,False,Japanese,2,Corporate,b8ceeb95d3da,307.87
1510,Mobile App,Bug Report,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,Low,Resolved,Web Form,Australia,Basic,58,0,2,61.84,131.39,2024-10-25,2024-11-01,False,True,French,2,Small Business,a0dd3fa32ef9,384.79
1511,Web Portal,Performance Issue,I would like to request a refund for the recent charge.,Subscription status corrected and confirmation email sent to customer.,Medium,Pending Customer,Chat,South America,Enterprise,26,18,5,32.85,42.16,2024-02-28,2024-03-01,True,False,German,6,Individual,5dcd60ea186d,408.36
1512,Subscription Service,Subscription Cancellation,The payment was deducted from my bank account but the transaction shows failed.,Payment gateway timeout issue fixed and monitoring implemented.,Medium,Open,Phone,South America,Free,58,8,2,27.86,226.55,2024-11-01,2024-11-10,True,False,German,1,Small Business,8c5ed27d463e,361.88
1513,Payment Gateway,Feature Request,There seems to be a discrepancy in my billing statement for this month.,Data synchronization restored after backend service restart.,Urgent,Closed,Phone,Africa,Free,43,18,1,60.22,223.75,2024-05-30,2024-06-03,False,True,German,3,Individual,d7e62eccd3ae,478.21
1514,CRM Platform,Bug Report,I found a bug in the latest update affecting report generation.,Bug logged internally and workaround shared with the customer.,Medium,Pending Customer,Chat,South America,Free,46,15,3,47.68,29.93,2023-01-29,2023-02-05,False,False,German,4,Small Business,db99739deee1,18.93
1515,Subscription Service,Refund Request,The payment was deducted from my bank account but the transaction shows failed.,Data synchronization restored after backend service restart.,Medium,Resolved,Chat,North America,Premium,8,11,3,5.68,3.13,2023-12-25,2023-12-30,False,False,German,1,Small Business,8f5ccb3cd1a3,105.93
1516,Mobile App,Feature Request,The system is not syncing data across devices properly.,The issue was escalated to engineering and resolved in the latest patch.,Urgent,In Progress,Web Form,North America,Basic,14,9,1,50.0,45.06,2022-05-07,2022-05-15,True,False,Spanish,8,Individual,87841507a8a2,13.71
1517,Cloud Storage,Subscription Cancellation,I would like to request a refund for the recent charge.,Bug logged internally and workaround shared with the customer.,High,Resolved,Social Media,Asia,Free,38,20,3,55.01,129.45,2024-04-18,2024-04-20,False,False,Chinese,5,Corporate,8686d8d12654,327.26
1518,Payment Gateway,Subscription Cancellation,There seems to be a discrepancy in my billing statement for this month.,Payment gateway timeout issue fixed and monitoring implemented.,Urgent,Resolved,Social Media,Asia,Free,59,10,2,29.41,102.02,2023-02-17,2023-02-23,False,True,English,2,Corporate,cbdc677aa15c,450.03
1519,Subscription Service,Bug Report,I am experiencing very slow performance while using the dashboard.,We have reset the account credentials and advised the customer to retry login.,Medium,In Progress,Chat,North America,Free,33,0,1,28.96,67.81,2022-01-31,2022-02-05,True,True,Chinese,2,Corporate,7df29f5959fa,129.31
1520,Analytics Dashboard,Payment Problem,The payment was deducted from my bank account but the transaction shows failed.,Security settings updated and customer notified of precautionary measures.,Medium,Closed,Web Form,Australia,Enterprise,16,8,1,62.01,139.57,2024-01-19,2024-01-22,True,True,Chinese,3,Individual,1317f3fddc72,464.25
